ID	m/z	         RT
1249	288.17482	13.2
1250	552.40068	13.2
1251	330.20549	13.2
1252	141.06911	13.22
1253	363.20598	13.22
1254	387.19066	13.22
1255	412.21044	13.22
1256	432.16418	13.22
1257	574.38078	13.22
1258	290.18095	13.23
1259	702.44044	13.23
1260	229.04855	13.24
1261	397.12774	13.24
1262	415.13792	13.24
1263	437.11888	13.24
1264	460.19532	13.24
1265	247.05985	13.25
1266	289.17695	13.31
1267	363.20553	13.32
1268	552.39904	13.33
1269	202.02501	13.36
1270	460.19418	13.36
1271	288.17404	13.37
1272	397.12673	13.37
1273	217.05125	13.37
1274	415.13718	13.37
1275	432.16341	13.37
1276	262.10646	13.39
1277	318.04461	13.5
1278	239.08952	13.5
1279	316.04771	13.55
1280	239.0888	13.56
1281	400.05175	13.59
1282	316.04739	13.63
1283	455.28986	13.63
1284	457.2948	13.63
1285	398.05372	13.64
1286	718.47131	13.67
1287	425.19434	13.7
1288	400.0514	13.71
1289	461.21619	13.72
1290	180.17359	13.72
1291	226.18003	13.72
1292	244.19032	13.72
1293	443.20515	13.73
1294	198.18413	13.73
1295	208.16889	13.73
1296	266.17202	13.73
1297	325.17849	13.75
1298	217.10715	13.76
1299	456.2915	13.77
1300	344.09608	13.77
1301	379.19996	13.8
1302	342.09948	13.82
1303	455.28922	13.82
1304	275.99132	13.85
1305	226.17928	13.86
1306	461.21502	13.86
1307	273.99214	13.9
1308	119.04841	13.93
1309	194.14333	13.94
1310	237.19517	13.96
1311	192.13856	13.96
1312	717.4606	13.96
1313	716.45653	14.02
1314	448.15482	14.04
1315	450.15209	14.04
1316	575.25848	14.05
1317	193.14093	14.09
1318	264.15871	14.12
1319	201.12671	14.13
1320	451.15398	14.14
1321	335.0809	14.23
1322	333.07562	14.23
1323	217.11375	14.24
1324	217.11111	14.27
1325	228.23111	14.3
1326	406.18132	14.31
1327	217.11546	14.36
1328	334.07791	14.38
1329	333.07434	14.41
1330	419.23189	14.44
1331	462.28379	14.44
1332	504.29359	14.44
1333	406.18075	14.46
1334	341.17329	14.46
1335	399.2159	14.46
1336	417.22697	14.47
1337	323.16302	14.48
1338	292.22714	14.57
1339	399.21531	14.57
1340	462.28329	14.59
1341	236.16363	14.61
1342	417.22596	14.61
1343	293.22921	14.68
1344	292.22655	14.71
1345	331.04095	15.08
1346	354.15691	15.09
1347	230.11436	15.11
1348	352.15233	15.11
1349	570.30468	15.16
1350	353.15375	15.28
1351	261.05744	15.32
1352	358.23732	15.39
1353	369.0591	15.4
1354	386.08595	15.4
1355	391.04095	15.4
1356	309.03917	15.41
1357	285.03867	15.43
1358	267.02819	15.44
1359	327.04666	15.44
1360	290.21175	15.48
1361	369.05866	15.51
1362	358.23667	15.52
1363	267.02772	15.53
1364	702.44055	15.66
1365	239.08975	15.7
1366	239.09029	15.74
1367	239.08913	15.8
1368	239.08936	15.81
1369	239.0888	15.83
1370	398.22135	15.94
1371	601.27366	15.96
1372	325.12053	15.97
1373	338.35157	15.98
1374	396.21704	15.98
1375	303.14288	15.99
1376	301.14584	16.02
1377	501.30439	16.06
1378	338.35208	16.07
1379	303.14209	16.12
1380	338.35247	16.16
1381	337.97365	16.18
1382	839.38478	16.18
1383	335.97609	16.23
1384	217.11431	16.26
1385	325.05182	16.28
1386	301.07426	16.3
1387	257.06468	16.32
1388	285.05976	16.32
1389	303.07106	16.32
1390	217.11157	16.33
1391	283.06278	16.34
1392	323.05494	16.34
1393	217.10847	16.36
1394	255.06758	16.36
1395	217.11198	16.37
1396	255.06745	16.43
1397	301.0737	16.45
1398	303.07032	16.46
1399	279.17206	16.47
1400	377.21167	16.5
1401	321.1836	16.52
1402	399.19249	16.52
1403	317.15942	16.61
1404	315.16228	16.62
1405	239.09415	16.67
1406	357.20537	16.71
1407	339.1944	16.73
1408	422.26833	16.73
1409	316.16427	16.73
1410	716.45693	16.79
1411	409.21085	16.83
1412	716.45316	16.93
1413	225.14789	17.44
1414	223.06292	17.46
1415	278.18983	17.48
1416	141.06921	17.51
1417	228.19562	17.57
1418	152.06928	17.62
1419	121.02748	17.62
1420	212.14321	17.62
1421	316.20615	17.62
1422	318.21125	17.62
1423	446.18435	17.62
1424	225.19517	17.63
1425	272.09093	17.64
1426	321.10087	17.64
1427	250.17667	17.65
1428	485.21645	17.7
1429	212.14306	17.74
1430	250.17661	17.76
1431	317.2082	17.76
1432	446.1833	17.77
1433	316.20561	17.8
1434	250.17728	17.81
1435	311.19946	17.81
1436	228.19537	17.88
1437	239.08642	17.99
1438	279.09326	18.02
1439	239.08924	18.02
1440	279.09272	18.18
1441	320.2475	18.18
1442	318.24285	18.21
1443	366.9817	18.22
1444	362.98821	18.23
1445	364.98529	18.23
1446	194.11758	18.29
1447	138.05435	18.34
1448	319.24458	18.34
1449	362.98787	18.37
1450	501.30503	18.38
1451	523.28545	18.38
1452	518.33098	18.39
1453	366.98104	18.4
1454	483.29319	18.42
1455	364.98589	18.43
1456	194.11755	18.48
1457	518.32993	18.49
1458	501.30376	18.5
1459	478.17531	18.57
1460	292.20576	18.68
1461	478.17437	18.69
1462	362.98778	18.76
1463	364.98532	18.76
1464	366.98142	18.76
1465	292.20513	18.81
1466	453.27442	19.28
1467	453.27377	19.45
1468	217.10026	19.45
1469	217.0998	19.51
1470	216.06846	19.51
1471	217.09613	19.52
1472	217.09704	19.55
1473	362.10213	19.55
1474	340.12083	19.55
1475	385.17718	19.56
1476	362.1015	19.7
1477	481.23228	19.88
1478	477.23014	19.89
1479	266.15308	19.9
1480	478.23255	20.04
1481	288.05384	20.27
1482	139.03811	20.32
1483	415.21004	20.48
1484	397.19931	20.48
1485	435.21645	20.48
1486	351.13025	20.85
1487	178.08547	20.88
1488	329.14845	20.89
1489	374.20589	20.9
1490	471.2065	21.36
1491	328.0133	21.55
1492	330.01055	21.55
1493	105.03292	21.58
1494	250.08641	21.58
1495	282.14781	21.72
1496	328.01154	21.73
1497	216.13799	21.82
1498	457.2383	21.85
1499	216.13814	21.96
1500	418.34143	22.35
1501	373.28458	22.37
1502	460.35139	22.37
1503	375.28892	22.39
1504	266.15307	22.46
1505	455.18708	22.46
1506	457.18467	22.46
1507	418.34106	22.5
1508	374.28667	22.5
1509	373.28447	22.54
1510	325.15437	22.76
1511	254.21041	22.84
1512	325.15291	22.94
1513	423.0072	23.33
1514	421.00902	23.34
1515	414.03505	23.65
1516	181.08539	23.67
1517	471.23535	23.67
1518	203.06607	23.68
1519	267.16939	23.68
1520	469.22955	23.69
1521	256.26272	23.75
1522	203.06554	23.79
1523	278.03889	23.82
1524	470.23135	23.86
1525	333.26207	23.93
1526	239.09574	24.03
1527	509.47436	24.1
1528	255.24287	24.11
1529	311.18397	24.16
1530	431.06644	24.26
1531	265.05726	24.54
1532	283.06904	24.54
1533	283.06845	24.67
1534	121.02764	24.91
1535	138.05441	24.92
1536	205.12119	24.93
1537	222.1488	24.93
1538	244.13016	24.93
1539	205.1208	25.04
1540	249.14731	25.06
1541	163.11078	25.07
1542	221.15284	25.07
1543	267.15869	25.07
1544	284.18386	25.08
1545	392.17669	25.08
1546	394.17423	25.08
1547	407.16626	25.08
1548	402.21077	25.09
1549	234.13271	25.14
1550	179.10561	25.15
1551	305.1354	25.15
1552	283.15358	25.15
1553	328.21161	25.15
1554	219.13739	25.16
1555	237.14807	25.16
1556	587.28096	25.16
1557	223.1318	25.16
1558	423.25878	25.16
1559	191.14179	25.17
1560	201.12627	25.17
1561	229.12135	25.17
1562	247.13244	25.17
1563	300.17973	25.17
1564	209.15324	25.17
1565	314.19492	25.17
1566	370.22127	25.18
1567	521.2331	25.18
1568	151.1107	25.19
1569	265.14281	25.19
1570	393.28603	25.2
1571	449.34693	25.2
1572	768.53691	25.2
1573	463.32633	25.21
1574	796.56774	25.21
1575	376.25958	25.22
1576	378.26432	25.22
1577	398.24016	25.22
1578	407.30029	25.23
1579	395.28986	25.24
1580	421.31707	25.24
1581	423.32111	25.24
1582	516.36403	25.24
1583	328.21109	25.28
1584	427.14118	25.28
1585	305.13437	25.29
1586	209.15283	25.32
1587	601.37668	25.33
1588	377.26139	25.34
1589	392.1773	25.35
1590	394.17502	25.35
1591	393.28319	25.35
1592	376.2586	25.36
1593	421.31611	25.36
1594	258.10914	25.44
1595	347.15651	25.45
1596	406.19258	25.45
1597	408.19039	25.45
1598	239.08832	25.47
1599	239.09002	25.5
1600	266.15428	25.5
1601	479.23422	25.53
1602	239.08974	25.54
1603	345.20515	25.54
1604	447.27335	25.54
1605	492.10122	25.56
1606	375.17958	25.57
1607	404.17591	25.6
1608	415.21	25.61
1609	460.26775	25.61
1610	492.09993	25.61
1611	437.19145	25.62
1612	198.18511	25.63
1613	345.20462	25.64
1614	447.27201	25.67
1615	406.19316	25.67
1616	408.19115	25.67
1617	258.10934	25.68
1618	361.17228	25.7
1619	359.12333	25.83
1620	366.34762	25.85
1621	325.11187	25.93
1622	349.25722	25.93
1623	528.33632	25.93
1624	367.34886	25.98
1625	359.12185	25.99
1626	602.40896	25.99
1627	384.23646	25.99
1628	366.34731	26
1629	445.28893	26.07
1630	428.26324	26.09
1631	176.10616	26.17
1632	428.26237	26.17
1633	472.29009	26.19
1634	489.31594	26.19
1635	335.16282	26.2
1636	317.15259	26.2
1637	573.23064	26.2
1638	415.19001	26.21
1639	582.28619	26.21
1640	395.18376	26.22
1641	495.21876	26.22
1642	517.2	26.22
1643	540.27545	26.22
1644	475.21116	26.23
1645	489.31578	26.27
1646	495.21788	26.29
1647	516.31619	26.29
1648	533.34256	26.3
1649	540.27434	26.3
1650	380.36188	26.31
1651	295.20423	26.35
1652	495.21686	26.35
1653	313.21605	26.35
1654	665.15193	26.37
1655	663.15409	26.39
1656	315.09684	26.39
1657	348.32493	26.39
1658	517.31805	26.39
1659	280.67526	26.4
1660	329.11202	26.4
1661	176.10641	26.4
1662	289.18872	26.4
1663	328.09168	26.4
1664	560.34271	26.4
1665	577.36893	26.41
1666	372.14354	26.43
1667	370.13987	26.43
1668	516.3141	26.45
1669	313.21476	26.48
1670	176.10592	26.48
1671	578.36847	26.49
1672	311.20184	26.5
1673	604.3689	26.5
1674	621.39531	26.5
1675	489.12246	26.5
1676	560.34064	26.51
1677	302.6884	26.52
1678	176.10637	26.53
1679	409.1732	26.53
1680	239.0967	26.54
1681	520.1324	26.54
1682	387.19227	26.55
1683	432.24932	26.55
1684	324.70151	26.57
1685	333.21545	26.57
1686	370.13828	26.57
1687	648.39512	26.58
1688	665.42186	26.58
1689	604.36763	26.59
1690	387.19102	26.62
1691	312.09677	26.63
1692	435.1569	26.63
1693	666.42373	26.65
1694	333.21492	26.66
1695	346.71468	26.66
1696	355.22833	26.66
1697	692.42083	26.66
1698	709.44762	26.66
1699	665.4198	26.69
1700	305.00505	26.69
1701	321.01876	26.71
1702	303.00783	26.71
1703	323.01578	26.71
1704	736.44669	26.73
1705	368.72696	26.73
1706	377.24123	26.73
1707	753.47386	26.73
1708	622.4001	26.78
1709	321.018	26.79
1710	323.01424	26.79
1711	176.10649	26.8
1712	399.25404	26.8
1713	797.49909	26.8
1714	780.47223	26.8
1715	617.99909	26.81
1716	620.00416	26.81
1717	841.52497	26.85
1718	421.2672	26.85
1719	666.42541	26.85
1720	443.28019	26.91
1721	710.45171	26.91
1722	288.25251	26.95
1723	465.29319	26.95
1724	617.99784	26.98
1725	415.21147	27.01
1726	437.19236	27.01
1727	487.30635	27.01
1728	555.31669	27.01
1729	417.2172	27.01
1730	460.26884	27.01
1731	462.27413	27.01
1732	502.27824	27.01
1733	432.23677	27.02
1734	119.08447	27.02
1735	281.13746	27.02
1736	446.25221	27.03
1737	356.02609	27.04
1738	280.00977	27.05
1739	278.01266	27.05
1740	214.04103	27.06
1741	250.01763	27.06
1742	354.02883	27.06
1743	432.23599	27.08
1744	473.12906	27.08
1745	475.12735	27.08
1746	292.16863	27.1
1747	415.21027	27.13
1748	476.12848	27.17
1749	403.16698	27.2
1750	386.14191	27.2
1751	474.13132	27.21
1752	475.12553	27.21
1753	269.09873	27.21
1754	326.12038	27.22
1755	344.13121	27.22
1756	408.12368	27.22
1757	235.11094	27.22
1758	298.12496	27.23
1759	431.19924	27.23
1760	793.25673	27.23
1761	473.12812	27.23
1762	526.24641	27.24
1763	345.13367	27.3
1764	409.12577	27.31
1765	386.141	27.33
1766	408.12233	27.34
1767	344.12978	27.35
1768	239.08992	27.37
1769	182.06225	27.4
1770	239.08994	27.4
1771	306.1842	27.4
1772	141.11309	27.41
1773	355.0181	27.41
1774	471.14762	27.41
1775	386.14067	27.41
1776	569.12241	27.41
1777	353.02479	27.43
1778	286.99747	27.44
1779	348.0689	27.44
1780	285.00137	27.44
1781	331.04254	27.44
1782	127.03844	27.45
1783	257.00524	27.46
1784	376.09997	27.46
1785	494.15024	27.47
1786	369.06565	27.48
1787	371.06291	27.48
1788	496.14756	27.49
1789	516.13125	27.49
1790	539.20586	27.5
1791	376.09914	27.53
1792	437.19103	27.54
1793	415.2105	27.55
1794	331.04126	27.56
1795	617.14911	27.57
1796	619.14731	27.58
1797	310.08815	27.59
1798	285.00002	27.6
1799	494.1486	27.6
1800	516.22136	27.6
1801	518.22626	27.6
1802	538.1997	27.6
1803	249.60945	27.61
1804	256.29867	27.65
1805	416.08888	27.65
1806	418.08637	27.65
1807	517.22316	27.69
1808	516.21969	27.73
1809	239.08693	27.74
1810	239.08944	27.81
1811	648.03628	27.91
1812	646.03087	27.92
1813	317.24654	27.96
1814	304.29875	27.97
1815	299.2361	27.98
1816	239.08964	27.98
1817	239.09044	27.99
1818	646.02886	28.06
1819	217.11013	28.07
1820	435.97585	28.12
1821	217.11698	28.13
1822	433.979	28.13
1823	431.98153	28.13
1824	437.192	28.16
1825	555.31613	28.16
1826	460.26804	28.16
1827	625.11731	28.18
1828	627.11551	28.18
1829	415.2106	28.19
1830	602.21107	28.26
1831	348.16965	28.34
1832	387.15436	28.35
1833	326.32669	28.49
1834	239.09029	28.49
1835	315.25165	28.54
1836	332.2778	28.54
1837	337.23358	28.54
1838	279.23097	28.55
1839	297.24131	28.55
1840	482.99029	28.59
1841	223.06277	28.63
1842	602.21159	28.69
1843	481.25396	28.8
1844	441.26234	28.83
1845	459.27318	28.83
1846	504.32986	28.83
1847	325.17898	28.84
1848	371.15861	28.85
1849	392.25222	28.86
1850	399.24142	28.92
1851	442.2922	28.92
1852	484.30254	28.92
1853	337.21526	28.93
1854	397.23698	28.93
1855	569.09733	28.96
1856	836.66112	28.96
1857	567.09968	28.97
1858	337.21473	29
1859	398.23838	29.04
1860	397.23537	29.13
1861	283.19035	29.18
1862	521.14712	29.18
1863	239.09184	29.29
1864	284.331	29.32
1865	221.15223	29.33
1866	542.38822	29.39
1867	586.41443	29.43
1868	630.44058	29.43
1869	284.32951	29.44
1870	674.4664	29.46
1871	264.05922	29.48
1872	244.05176	29.49
1873	246.04876	29.49
1874	262.06221	29.5
1875	275.99145	29.54
1876	273.99243	29.55
1877	365.0712	29.56
1878	428.13908	29.57
1879	456.17064	29.58
1880	433.09493	29.59
1881	411.11322	29.59
1882	326.17382	29.59
1883	141.11331	29.6
1884	239.07829	29.6
1885	281.11774	29.6
1886	303.0985	29.6
1887	283.12305	29.61
1888	421.2215	29.64
1889	411.11237	29.66
1890	399.3568	29.67
1891	469.19295	29.72
1892	332.33039	29.75
1893	281.11653	29.76
1894	408.32264	29.85
1895	602.21097	29.86
1896	239.09478	29.86
1897	239.09211	29.9
1898	284.33148	29.96
1899	286.33777	29.96
1900	305.1085	29.97
1901	284.3314	30.09
1902	306.11003	30.09
1903	286.33719	30.09
1904	285.33478	30.12
1905	327.07649	30.16
1906	332.33022	30.16
1907	305.10802	30.16
1908	284.33115	30.2
1909	296.25715	30.23
1910	374.18495	30.26
1911	217.10783	30.27
1912	173.08051	30.29
1913	239.0903	30.31
1914	235.16835	30.33
1915	141.11301	30.36
1916	296.25739	30.39
1917	318.23895	30.39
1918	239.09625	30.4
1919	955.38531	30.41
1920	562.06489	30.43
1921	235.16755	30.43
1922	281.22548	30.55
1923	299.23652	30.55
1924	439.24381	30.55
1925	313.23338	30.56
1926	291.25215	30.58
1927	488.9771	30.61
1928	466.99561	30.62
1929	484.02179	30.62
1930	512.05304	30.62
1931	299.23602	30.65
1932	586.30406	30.66
1933	335.2786	30.66
1934	352.3046	30.68
1935	379.30425	30.72
1936	396.33102	30.72
1937	660.48751	30.72
1938	704.51364	30.72
1939	291.25183	30.74
1940	423.32985	30.74
1941	616.46186	30.74
1942	440.35718	30.75
1943	572.43519	30.75
1944	528.40898	30.76
1945	484.38289	30.76
1946	294.20534	30.77
1947	322.23654	30.78
1948	221.11672	30.79
1949	358.36629	30.82
1950	572.43474	30.86
1951	616.46079	30.88
1952	335.27858	30.9
1953	396.331	30.9
1954	239.0889	30.91
1955	141.11311	30.91
1956	484.38252	30.92
1957	239.09303	30.92
1958	440.35708	30.92
1959	379.30382	30.94
1960	357.29821	30.95
1961	550.18084	30.99
1962	434.33816	31
1963	517.35226	31
1964	270.31496	31.01
1965	495.3396	31.02
1966	473.32688	31.03
1967	326.37843	31.05
1968	328.38366	31.05
1969	451.31388	31.05
1970	370.40366	31.05
1971	884.5941	31.05
1972	457.27549	31.06
1973	429.3009	31.06
1974	840.56667	31.06
1975	420.78772	31.07
1976	452.32028	31.07
1977	796.54103	31.07
1978	307.3095	31.07
1979	141.11254	31.08
1980	752.51513	31.09
1981	355.28301	31.09
1982	395.27528	31.1
1983	708.48965	31.1
1984	370.4031	31.1
1985	284.33033	31.12
1986	664.4628	31.12
1987	328.32023	31.12
1988	356.27916	31.12
1989	360.36132	31.12
1990	753.51613	31.12
1991	620.43588	31.13
1992	452.31959	31.13
1993	326.37792	31.14
1994	430.38709	31.14
1995	383.27741	31.14
1996	400.30405	31.14
1997	434.33726	31.14
1998	576.40952	31.14
1999	423.4285	31.15
2000	532.38308	31.15
2001	444.33056	31.16
2002	488.35676	31.16
2003	293.17392	31.16
2004	357.29829	31.16
2005	406.08546	31.16
2006	298.34557	31.18
2007	397.29046	31.18
2008	237.11081	31.18
2009	628.32191	31.19
2010	360.36097	31.19
2011	1277.61776	31.19
2012	312.36249	31.19
2013	1255.63584	31.2
2014	314.34356	31.21
2015	314.36489	31.21
2016	280.26197	31.21
2017	394.32785	31.21
2018	354.3351	31.22
2019	372.34512	31.22
2020	440.17542	31.22
2021	464.15311	31.22
2022	485.23164	31.22
2023	487.22905	31.22
2024	529.23952	31.22
2025	580.27928	31.22
2026	901.32769	31.22
2027	442.17268	31.22
2028	457.20086	31.22
2029	459.19803	31.22
2030	462.15591	31.22
2031	471.21565	31.22
2032	527.24211	31.22
2033	896.36881	31.22
2034	898.36659	31.22
2035	903.32325	31.22
2036	582.27704	31.23
2037	234.13314	31.23
2038	284.33003	31.23
2039	230.07214	31.24
2040	250.14028	31.25
2041	313.36476	31.25
2042	355.28329	31.25
2043	373.29485	31.25
2044	418.35092	31.25
2045	326.37694	31.26
2046	354.40818	31.26
2047	395.27608	31.26
2048	426.91744	31.27
2049	348.25089	31.27
2050	393.29741	31.27
2051	422.92144	31.27
2052	424.91957	31.27
2053	792.56444	31.27
2054	854.57334	31.28
2055	253.19458	31.28
2056	269.24602	31.28
2057	271.2052	31.28
2058	882.6044	31.28
2059	280.26229	31.29
2060	298.27291	31.29
2061	308.29288	31.29
2062	320.25492	31.29
2063	312.36162	31.29
2064	440.17366	31.29
2065	792.56315	31.29
2066	442.17058	31.3
2067	606.26072	31.3
2068	628.24215	31.3
2069	298.34548	31.31
2070	313.14218	31.32
2071	335.12422	31.32
2072	503.22364	31.32
2073	577.51636	31.32
2074	792.56334	31.32
2075	194.11312	31.32
2076	392.31168	31.32
2077	775.29851	31.32
2078	797.27941	31.32
2079	293.17331	31.33
2080	388.15377	31.33
2081	496.34717	31.33
2082	501.30126	31.33
2083	596.59458	31.33
2084	471.37604	31.33
2085	493.35881	31.33
2086	388.39207	31.34
2087	223.09529	31.35
2088	296.18404	31.35
2089	303.14537	31.35
2090	356.35066	31.35
2091	517.23855	31.35
2092	279.15885	31.35
2093	281.16438	31.35
2094	301.14088	31.35
2095	324.21577	31.35
2096	579.29141	31.35
2097	340.39197	31.37
2098	426.30535	31.37
2099	448.31929	31.37
2100	599.08996	31.37
2101	601.08692	31.37
2102	621.07127	31.37
2103	834.57604	31.37
2104	141.11332	31.37
2105	149.02321	31.38
2106	205.08577	31.38
2107	317.11375	31.38
2108	486.34035	31.38
2109	790.55616	31.38
2110	121.02738	31.38
2111	419.26333	31.38
2112	249.12618	31.39
2113	746.52594	31.39
2114	167.05392	31.39
2115	223.06311	31.39
2116	228.2308	31.39
2117	297.0812	31.39
2118	312.36065	31.39
2119	751.48015	31.39
2120	259.15307	31.4
2121	281.04959	31.4
2122	361.22091	31.4
2123	371.09849	31.4
2124	383.20291	31.4
2125	389.11035	31.4
2126	406.27893	31.4
2127	411.09171	31.4
2128	496.34599	31.4
2129	674.49864	31.4
2130	335.27677	31.4
2131	485.20226	31.4
2132	501.32522	31.4
2133	702.49938	31.4
2134	707.45294	31.4
2135	709.51387	31.4
2136	378.24656	31.41
2137	353.19408	31.41
2138	437.3209	31.41
2139	471.3767	31.41
2140	493.35834	31.41
2141	533.25555	31.41
2142	629.26718	31.41
2143	630.47358	31.41
2144	658.47283	31.41
2145	661.48017	31.41
2146	664.45797	31.41
2147	641.44408	31.42
2148	482.22398	31.42
2149	586.44818	31.42
2150	614.447	31.42
2151	619.40058	31.42
2152	310.1823	31.43
2153	597.41829	31.43
2154	150.02532	31.43
2155	291.25082	31.43
2156	355.24779	31.43
2157	355.28219	31.43
2158	373.2934	31.43
2159	390.31861	31.43
2160	395.27585	31.43
2161	396.28012	31.43
2162	542.42304	31.43
2163	553.39281	31.44
2164	570.42048	31.44
2165	573.42741	31.44
2166	575.37457	31.44
2167	790.55299	31.44
2168	854.57401	31.44
2169	280.16044	31.45
2170	350.28851	31.45
2171	498.39724	31.45
2172	509.36635	31.45
2173	526.39403	31.45
2174	604.53434	31.45
2175	454.37117	31.45
2176	183.1371	31.45
2177	227.19969	31.45
2178	333.26186	31.45
2179	355.24522	31.45
2180	399.27013	31.45
2181	531.3485	31.45
2182	377.28857	31.46
2183	394.31445	31.46
2184	421.31377	31.46
2185	438.34124	31.46
2186	443.29597	31.46
2187	482.36756	31.46
2188	487.32224	31.46
2189	747.52824	31.46
2190	200.19968	31.46
2191	291.25097	31.46
2192	297.24084	31.46
2193	302.14242	31.46
2194	319.22273	31.46
2195	335.27716	31.46
2196	672.48748	31.46
2197	775.60074	31.46
2198	383.20244	31.47
2199	279.23004	31.48
2200	536.1635	31.48
2201	704.50462	31.48
2202	824.64271	31.48
2203	368.42359	31.48
2204	702.49911	31.48
2205	301.14014	31.49
2206	324.28781	31.49
2207	346.27	31.49
2208	452.51712	31.49
2209	791.5526	31.49
2210	149.02251	31.49
2211	279.15783	31.49
2212	285.2886	31.49
2213	340.3922	31.49
2214	395.27569	31.49
2215	572.42657	31.49
2216	577.51817	31.49
2217	616.45272	31.49
2218	705.57829	31.49
2219	817.58547	31.49
2220	217.10438	31.5
2221	239.08676	31.5
2222	370.32981	31.5
2223	392.31169	31.5
2224	585.44136	31.5
2225	758.21888	31.5
2226	805.56552	31.5
2227	374.30148	31.51
2228	527.39627	31.51
2229	612.55286	31.51
2230	716.51744	31.51
2231	750.52477	31.51
2232	766.53196	31.51
2233	200.2005	31.51
2234	396.32803	31.51
2235	672.37157	31.51
2236	746.52714	31.51
2237	227.19924	31.52
2238	291.25096	31.52
2239	334.30873	31.52
2240	428.27756	31.52
2241	432.06467	31.52
2242	434.06169	31.52
2243	536.16491	31.52
2244	760.53952	31.52
2245	774.59865	31.52
2246	322.14305	31.52
2247	498.03683	31.52
2248	512.05253	31.52
2249	570.42017	31.52
2250	404.97603	31.52
2251	437.25337	31.52
2252	466.99636	31.52
2253	469.9951	31.52
2254	484.02266	31.52
2255	501.28335	31.52
2256	504.94997	31.52
2257	528.91565	31.52
2258	596.59567	31.52
2259	597.59828	31.52
2260	717.51958	31.52
2261	722.50873	31.52
2262	523.26513	31.53
2263	107.0846	31.53
2264	109.10026	31.53
2265	135.07958	31.53
2266	142.11872	31.53
2267	153.09028	31.53
2268	155.10625	31.53
2269	155.12749	31.53
2270	170.1162	31.53
2271	172.13257	31.53
2272	188.12748	31.53
2273	194.11431	31.53
2274	210.10893	31.53
2275	306.23926	31.53
2276	312.25183	31.53
2277	330.26261	31.53
2278	347.28899	31.53
2279	352.24574	31.53
2280	361.3044	31.53
2281	368.21789	31.53
2282	681.48625	31.53
2283	125.09506	31.54
2284	165.11147	31.54
2285	350.22876	31.54
2286	375.32039	31.54
2287	390.23745	31.54
2288	417.33009	31.54
2289	659.49702	31.54
2290	678.47659	31.54
2291	790.54837	31.54
2292	992.70837	31.54
2293	526.39356	31.54
2294	571.42277	31.54
2295	628.46127	31.54
2296	449.26738	31.55
2297	614.44685	31.55
2298	200.19956	31.55
2299	205.08499	31.55
2300	658.47308	31.55
2301	718.53246	31.55
2302	760.54091	31.55
2303	377.28756	31.56
2304	634.44994	31.56
2305	333.27714	31.56
2306	396.3307	31.56
2307	440.35619	31.56
2308	590.42409	31.56
2309	301.14027	31.57
2310	394.07191	31.57
2311	536.16377	31.57
2312	900.65978	31.57
2313	390.29585	31.57
2314	413.37126	31.57
2315	710.51637	31.57
2316	239.08812	31.58
2317	343.2097	31.58
2318	523.26461	31.58
2319	546.3975	31.58
2320	758.21943	31.58
2321	610.18103	31.58
2322	331.22299	31.59
2323	458.3453	31.59
2324	501.28237	31.59
2325	554.38932	31.59
2326	326.26646	31.59
2327	502.3712	31.59
2328	546.48389	31.59
2329	594.57977	31.59
2330	603.5328	31.59
2331	663.4531	31.59
2332	708.51139	31.59
2333	281.24627	31.59
2334	299.25629	31.59
2335	323.89743	31.59
2336	548.50108	31.59
2337	680.47935	31.59
2338	254.24633	31.6
2339	349.93245	31.6
2340	351.92956	31.6
2341	353.92609	31.6
2342	396.3308	31.6
2343	450.42873	31.6
2344	744.58881	31.61
2345	840.64084	31.61
2346	536.16313	31.61
2347	279.15779	31.62
2348	326.15877	31.62
2349	330.26241	31.62
2350	375.32078	31.62
2351	396.33156	31.62
2352	612.55297	31.62
2353	142.12071	31.62
2354	153.09	31.62
2355	155.10634	31.62
2356	170.11561	31.62
2357	171.10106	31.62
2358	172.13273	31.62
2359	188.12763	31.62
2360	347.28877	31.62
2361	361.30445	31.62
2362	368.21775	31.62
2363	417.33024	31.62
2364	421.16242	31.62
2365	659.49978	31.62
2366	681.49394	31.62
2367	992.709	31.62
2368	1014.69017	31.62
2369	107.08436	31.63
2370	109.10048	31.63
2371	125.09526	31.63
2372	135.07959	31.63
2373	165.11163	31.63
2374	194.11467	31.63
2375	210.10917	31.63
2376	238.1038	31.63
2377	306.23983	31.63
2378	352.24615	31.63
2379	467.9976	31.63
2380	536.1627	31.63
2381	972.78124	31.63
2382	164.10355	31.63
2383	180.09779	31.63
2384	193.10646	31.63
2385	211.20476	31.63
2386	229.21482	31.63
2387	285.2421	31.63
2388	303.2523	31.63
2389	325.23433	31.63
2390	320.2787	31.64
2391	484.02123	31.64
2392	627.47788	31.64
2393	679.52034	31.64
2394	776.57283	31.64
2395	282.2786	31.64
2396	328.2838	31.64
2397	339.21267	31.64
2398	351.26954	31.64
2399	368.31447	31.64
2400	466.99542	31.65
2401	543.37904	31.65
2402	618.57642	31.65
2403	638.57077	31.65
2404	643.52532	31.65
2405	700.62085	31.65
2406	812.65085	31.65
2407	301.14081	31.65
2408	536.16738	31.65
2409	685.43448	31.65
2410	721.5721	31.65
2411	732.54585	31.65
2412	554.38765	31.66
2413	705.57895	31.66
2414	521.36661	31.66
2415	523.26423	31.66
